"Gruppe";"KommuneNr";"FV2015 - Stemmeberettigede";"FV2015 - Afgivne stemmer";"FV2015 - Blanke stemmer";"FV2015 - Andre ugyldige stemmer";"FV2015 - Gyldige stemmer";"FV2015 - Socialdemokratiet";"FV2015 - Radikale Venstre";"FV2015 - Konservative Folkeparti";"FV2015 - Socialistisk Folkeparti";"FV2015 - Centrum-Demokraterne";"FV2015 - Kristendemokraterne";"FV2015 - Liberal Alliance";"FV2015 - Dansk Folkeparti";"FV2015 - Kristeligt Folkeparti";"FV2015 - Minoritetspartiet";"FV2015 - Venstre";"FV2015 - Ny Alliance";"FV2015 - Fremskridtspartiet";"FV2015 - Enhedslisten";"FV2015 - Alternativet";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Stram Kurs";"FV2015 - Klaus Riskær Pedersen";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2015 - Uden for partierne";"FV2011 - Stemmeberettigede";"FV2011 - Afgivne stemmer";"FV2011 - Blanke stemmer";"FV2011 - Andre ugyldige stemmer";"FV2011 - Gyldige stemmer";"FV2011 - Socialdemokratiet";"FV2011 - Radikale Venstre";"FV2011 - Konservative Folkeparti";"FV2011 - Socialistisk Folkeparti";"FV2011 - Centrum-Demokraterne";"FV2011 - Kristendemokraterne";"FV2011 - Liberal Alliance";"FV2011 - Dansk Folkeparti";"FV2011 - Kristeligt Folkeparti";"FV2011 - Minoritetspartiet";"FV2011 - Venstre";"FV2011 - Ny Alliance";"FV2011 - Fremskridtspartiet";"FV2011 - Enhedslisten";"FV2011 - Alternativet";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Stram Kurs";"FV2011 - Klaus Riskær Pedersen";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2011 - Uden for partierne";"FV2007 - Stemmeberettigede";"FV2007 - Afgivne stemmer";"FV2007 - Blanke stemmer";"FV2007 - Andre ugyldige stemmer";"FV2007 - Gyldige stemmer";"FV2007 - Socialdemokratiet";"FV2007 - Radikale Venstre";"FV2007 - Konservative Folkeparti";"FV2007 - Socialistisk Folkeparti";"FV2007 - Centrum-Demokraterne";"FV2007 - Kristendemokraterne";"FV2007 - Liberal Alliance";"FV2007 - Dansk Folkeparti";"FV2007 - Kristeligt Folkeparti";"FV2007 - Minoritetspartiet";"FV2007 - Venstre";"FV2007 - Ny Alliance";"FV2007 - Fremskridtspartiet";"FV2007 - Enhedslisten";"FV2007 - Alternativet";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Stram Kurs";"FV2007 - Klaus Riskær Pedersen";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2007 - Uden for partierne";"FV2001 - Stemmeberettigede";"FV2001 - Afgivne stemmer";"FV2001 - Blanke stemmer";"FV2001 - Andre ugyldige stemmer";"FV2001 - Gyldige stemmer";"FV2001 - Socialdemokratiet";"FV2001 - Radikale Venstre";"FV2001 - Konservative Folkeparti";"FV2001 - Socialistisk Folkeparti";"FV2001 - Centrum-Demokraterne";"FV2001 - Kristendemokraterne";"FV2001 - Liberal Alliance";"FV2001 - Dansk Folkeparti";"FV2001 - Kristeligt Folkeparti";"FV2001 - Minoritetspartiet";"FV2001 - Venstre";"FV2001 - Ny Alliance";"FV2001 - Fremskridtspartiet";"FV2001 - Enhedslisten";"FV2001 - Alternativet";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Stram Kurs";"FV2001 - Klaus Riskær Pedersen";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2001 - Uden for partierne";"FV2005 - Stemmeberettigede";"FV2005 - Afgivne stemmer";"FV2005 - Blanke stemmer";"FV2005 - Andre ugyldige stemmer";"FV2005 - Gyldige stemmer";"FV2005 - Socialdemokratiet";"FV2005 - Radikale Venstre";"FV2005 - Konservative Folkeparti";"FV2005 - Socialistisk Folkeparti";"FV2005 - Centrum-Demokraterne";"FV2005 - Kristendemokraterne";"FV2005 - Liberal Alliance";"FV2005 - Dansk Folkeparti";"FV2005 - Kristeligt Folkeparti";"FV2005 - Minoritetspartiet";"FV2005 - Venstre";"FV2005 - Ny Alliance";"FV2005 - Fremskridtspartiet";"FV2005 - Enhedslisten";"FV2005 - Alternativet";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Stram Kurs";"FV2005 - Klaus Riskær Pedersen";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2005 - Uden for partierne";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - Socialdemokratiet";"FV2019 - Radikale Venstre";"FV2019 - Konservative Folkeparti";"FV2019 - Socialistisk Folkeparti";"FV2019 - Centrum-Demokraterne";"FV2019 - Kristendemokraterne";"FV2019 - Liberal Alliance";"FV2019 - Dansk Folkeparti";"FV2019 - Kristeligt Folkeparti";"FV2019 - Minoritetspartiet";"FV2019 - Venstre";"FV2019 - Ny Alliance";"FV2019 - Fremskridtspartiet";"FV2019 - Enhedslisten";"FV2019 - Alternativet";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Stram Kurs";"FV2019 - Klaus Riskær Pedersen";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne";"FV2019 - Uden for partierne"
"615005";"615";"61563";"52884";"483";"212";"52189";"13900";"1808";"1293";"1914";"-";"309";"5098";"12878";"-";"-";"9634";"-";"-";"3454";"1819";"2";"78";"2";"-";"-";"-";"-";"-";"59588";"52451";"393";"178";"51880";"13595";"4242";"1770";"4521";"-";"252";"3272";"6851";"-";"-";"14855";"-";"-";"2508";"-";"9";"5";"-";"-";"-";"-";"-";"-";"58088";"50286";"253";"126";"49907";"13610";"1788";"4131";"5536";"-";"271";"-";"7247";"-";"-";"15154";"1605";"-";"557";"-";"8";"-";"-";"-";"-";"-";"-";"-";"55697,47";"48829,73";"362";"126,56";"48341,17";"14709,35";"1932,58";"3950,47";"2562,71";"710,12";"-";"-";"6449,73";"930,46";"-";"15831,52";"-";"326,45";"877,78";"-";"60";"-";"-";"-";"-";"-";"-";"-";"56502,02";"47666,77";"286,02";"123";"47257,75";"12559,31";"3273,16";"4066,13";"2703,12";"410,02";"677,05";"-";"6817,23";"-";"132,00";"15181,66";"-";"-";"1394,07";"-";"44";"-";"-";"-";"-";"-";"-";"-";"63450";"53138";"464";"159";"52515";"14601";"3627";"3208";"3411";"1253";"890";"1647";"6042";"-";"-";"12437";"-";"-";"2672";"1075";"53";"9";"-";"1148";"442";"-";"-";"-"
"621014";"621";"65705";"56214";"458";"202";"55554";"12660";"2017";"1817";"2365";"-";"569";"5013";"14361";"-";"-";"12317";"-";"-";"2726";"1709";"-";"-";"-";"-";"-";"-";"-";"-";"64926";"56933";"328";"156";"56449";"11855";"4389";"3007";"5465";"-";"548";"3291";"8009";"-";"-";"17503";"-";"-";"2363";"-";"6";"13";"-";"-";"-";"-";"-";"-";"64168";"55319";"212";"129";"54978";"10607";"2267";"6073";"8762";"-";"512";"-";"8141";"-";"-";"16964";"1168";"-";"484";"-";"-";"-";"-";"-";"-";"-";"-";"-";"62698,87";"54381,02";"378,07";"163,13";"53839,82";"13751,58";"2461,64";"4224,63";"4268,13";"766,01";"-";"-";"7023,76";"1431,93";"-";"19083,71";"-";"236,48";"576,97";"-";"15";"-";"-";"-";"-";"-";"-";"-";"58838,45";"49282,18";"232,78";"94,35";"48955,06";"10300,41";"3701,29";"4422,69";"4277,69";"406,22";"1010,51";"-";"6866,27";"-";"108,06";"17020,31";"-";"-";"823,61";"-";"18";"-";"-";"-";"-";"-";"-";"-";"66997";"56578";"430";"168";"55980";"12979";"4281";"3424";"3614";"2284";"1240";"1545";"6206";"-";"-";"15432";"-";"-";"2403";"1202";"30";"-";"-";"935";"405";"-";"-";"-"
"630020";"630";"79908";"69060";"589";"238";"68233";"15723";"2739";"1552";"2313";"-";"919";"5824";"18745";"-";"-";"14562";"-";"-";"3410";"2446";"-";"-";"-";"-";"-";"-";"-";"-";"77932";"68707";"471";"240";"67996";"15080";"5842";"2961";"5346";"-";"734";"3794";"11415";"-";"-";"19999";"-";"-";"2809";"-";"5";"11";"-";"-";"-";"-";"-";"-";"76449";"66111";"300";"217";"65594";"13634";"2954";"6320";"8027";"-";"805";"-";"10278";"-";"-";"21209";"1658";"-";"709";"-";"-";"-";"-";"-";"-";"-";"-";"-";"74907";"65803";"500";"239";"65064";"16727";"2711";"5336";"3669";"1131";"-";"-";"9070";"2150";"-";"23048";"-";"418";"785";"-";"19";"-";"-";"-";"-";"-";"-";"-";"76204,61";"64635,35";"362,47";"196,08";"64076,80";"13886,29";"4904,78";"5895,73";"3695,33";"684,08";"1740,49";"-";"9680,76";"-";"167";"22228,10";"-";"-";"1173,24";"-";"21";"-";"-";"-";"-";"-";"-";"-";"82047";"69972";"624";"188";"69160";"16266";"5696";"4032";"4096";"2067";"1875";"1760";"8681";"-";"-";"18841";"-";"-";"2874";"1395";"33";"-";"-";"1016";"528";"-";"-";"-"
"657008";"657";"63143";"55343";"442";"153";"54748";"11333";"1561";"1927";"1676";"-";"1988";"3848";"12377";"-";"-";"16809";"-";"-";"2109";"1103";"17";"-";"-";"-";"-";"-";"-";"-";"62291";"55290";"330";"154";"54806";"10886";"3901";"2446";"3488";"-";"1507";"2715";"6672";"-";"-";"21658";"-";"-";"1510";"-";"15";"8";"-";"-";"-";"-";"-";"-";"61346";"53919";"233";"113";"53573";"10374";"2208";"3843";"3855";"-";"2217";"-";"7163";"-";"-";"22631";"922";"-";"338";"-";"22";"-";"-";"-";"-";"-";"-";"-";"60661";"53965";"358";"120";"53487";"13019";"1829";"3330";"1698";"676";"-";"-";"6349";"3377";"-";"22549";"-";"323";"337";"-";"-";"-";"-";"-";"-";"-";"-";"-";"60898";"52583";"263";"151";"52169";"9687";"3603";"3682";"1853";"467";"3135";"-";"6929";"-";"105";"22032";"-";"-";"655";"-";"21";"-";"-";"-";"-";"-";"-";"-";"64350";"55368";"415";"93";"54860";"11713";"3127";"4619";"2753";"1003";"3805";"1637";"4409";"-";"-";"18266";"-";"-";"1521";"827";"-";"-";"-";"845";"335";"-";"-";"-"
"661006";"661";"42640";"37174";"349";"98";"36727";"10762";"1017";"1281";"1296";"-";"720";"2107";"7563";"-";"-";"9642";"-";"-";"1496";"799";"44";"-";"-";"-";"-";"-";"-";"-";"42174";"37398";"249";"99";"37050";"8977";"2516";"1405";"3250";"-";"2510";"1975";"4105";"-";"-";"10991";"-";"-";"1302";"-";"16";"3";"-";"-";"-";"-";"-";"-";"42029";"36762";"161";"59";"36542";"8906";"1390";"1992";"3749";"-";"972";"-";"4122";"-";"-";"14553";"565";"-";"284";"-";"9";"-";"-";"-";"-";"-";"-";"-";"41640";"36860";"269";"76";"36515";"9623";"1620";"1994";"1731";"465";"-";"-";"3973";"1547";"-";"15044";"-";"233";"285";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41673";"35720";"210";"58";"35452";"8169";"2445";"1961";"1779";"332";"1295";"-";"3925";"-";"38";"14977";"-";"-";"526";"-";"5";"-";"-";"-";"-";"-";"-";"-";"43102";"37040";"262";"74";"36704";"10196";"1836";"2427";"2447";"563";"1623";"907";"2945";"-";"-";"11251";"-";"-";"1259";"512";"-";"-";"-";"541";"197";"-";"-";"-"
"665008";"665";"15664";"13654";"89";"47";"13518";"3173";"288";"733";"600";"-";"278";"575";"2889";"-";"-";"4247";"-";"-";"434";"297";"4";"-";"-";"-";"-";"-";"-";"-";"16119";"14131";"82";"46";"14003";"2833";"883";"434";"1548";"-";"961";"695";"1893";"-";"-";"4365";"-";"-";"389";"-";"1";"1";"-";"-";"-";"-";"-";"-";"16394";"14275";"61";"33";"14181";"2735";"504";"895";"1866";"-";"386";"-";"1875";"-";"-";"5621";"204";"-";"90";"-";"5";"-";"-";"-";"-";"-";"-";"-";"17410";"15146";"122";"40";"14984";"3267";"555";"866";"1166";"189";"-";"-";"1711";"889";"-";"6160";"-";"89";"92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16803";"14234";"74";"32";"14128";"2652";"847";"972";"1289";"119";"671";"-";"1756";"-";"12";"5622";"-";"-";"184";"-";"4";"-";"-";"-";"-";"-";"-";"-";"15266";"12949";"84";"47";"12818";"2978";"609";"1212";"745";"196";"623";"205";"1108";"-";"-";"4404";"-";"-";"315";"147";"-";"-";"-";"213";"63";"-";"-";"-"
"671006";"671";"16111";"14046";"121";"31";"13894";"3974";"283";"584";"618";"-";"177";"609";"3020";"-";"-";"3631";"-";"-";"670";"321";"7";"-";"-";"-";"-";"-";"-";"-";"16478";"14673";"85";"39";"14549";"4125";"887";"500";"1427";"-";"804";"611";"1643";"-";"-";"4105";"-";"-";"444";"-";"3";"0";"-";"-";"-";"-";"-";"-";"16776";"14700";"66";"33";"14601";"3709";"465";"989";"1868";"-";"292";"-";"1701";"-";"-";"5221";"253";"-";"100";"-";"3";"-";"-";"-";"-";"-";"-";"-";"17086";"15121";"96";"30";"14995";"4508";"457";"1084";"903";"191";"-";"-";"1594";"583";"-";"5383";"-";"164";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"16873";"14583";"96";"35";"14452";"3746";"814";"1040";"992";"124";"449";"-";"1690";"-";"19";"5362";"-";"-";"214";"-";"2";"-";"-";"-";"-";"-";"-";"-";"15979";"13541";"99";"42";"13400";"4040";"589";"953";"831";"228";"546";"266";"1132";"-";"-";"3926";"-";"-";"418";"181";"-";"-";"-";"210";"80";"-";"-";"-"
"706006";"706";"31459";"27248";"197";"72";"26979";"6808";"830";"709";"1652";"-";"107";"1853";"6275";"-";"-";"5567";"-";"-";"1516";"1637";"3";"17";"5";"-";"-";"-";"-";"-";"31275";"27500";"150";"81";"27269";"7223";"2385";"1004";"2292";"-";"100";"1085";"3416";"-";"-";"8337";"-";"-";"1419";"-";"4";"4";"-";"-";"-";"-";"-";"-";"30633";"26545";"131";"60";"26354";"6689";"1118";"2321";"3129";"-";"132";"-";"3879";"-";"-";"8052";"672";"-";"357";"-";"5";"-";"-";"-";"-";"-";"-";"-";"29414";"25888";"227";"87";"25574";"7369";"1036";"2047";"1402";"439";"-";"-";"3062";"586";"-";"8972";"-";"173";"474";"-";"14";"-";"-";"-";"-";"-";"-";"-";"29869";"25733";"129";"71";"25533";"6860";"1808";"2267";"1377";"204";"324";"-";"3292";"-";"72";"8586";"-";"-";"742";"-";"1";"-";"-";"-";"-";"-";"-";"-";"32440";"27442";"207";"69";"27166";"7390";"1819";"1445";"2063";"573";"429";"544";"2626";"-";"-";"7053";"-";"-";"1637";"878";"23";"4";"-";"433";"249";"-";"-";"-"
"707004";"707";"29325";"24480";"210";"75";"24195";"7127";"428";"469";"867";"-";"132";"1186";"6474";"-";"-";"5099";"-";"-";"1470";"921";"1";"18";"3";"-";"-";"-";"-";"-";"28979";"24595";"179";"69";"24347";"7740";"1462";"663";"1739";"-";"150";"951";"3359";"-";"-";"7157";"-";"-";"1121";"-";"0";"5";"-";"-";"-";"-";"-";"-";"29064";"24233";"106";"37";"24090";"7081";"745";"1704";"2385";"-";"146";"-";"3838";"-";"-";"7489";"402";"-";"293";"-";"7";"-";"-";"-";"-";"-";"-";"-";"28923";"24805";"213";"47";"24545";"8095";"791";"1646";"1003";"290";"-";"-";"3247";"525";"-";"8275";"-";"208";"428";"-";"37";"-";"-";"-";"-";"-";"-";"-";"28879";"23838";"154";"53";"23631";"7624";"1203";"1666";"962";"150";"316";"-";"3269";"-";"65";"7836";"-";"-";"533";"-";"7";"-";"-";"-";"-";"-";"-";"-";"28798";"23171";"203";"45";"22923";"7496";"811";"807";"1567";"581";"402";"826";"2587";"-";"-";"5647";"-";"-";"1107";"410";"18";"0";"-";"471";"193";"-";"-";"-"
"710005";"710";"33970";"30220";"278";"79";"29863";"8185";"1270";"953";"1100";"-";"217";"2026";"6696";"-";"-";"6770";"-";"-";"1479";"1140";"3";"16";"8";"-";"-";"-";"-";"-";"33558";"30204";"180";"67";"29957";"7972";"2578";"1303";"2166";"-";"163";"1301";"3512";"-";"-";"9814";"-";"-";"1140";"-";"1";"7";"-";"-";"-";"-";"-";"-";"32493";"28655";"145";"44";"28466";"7343";"1428";"2634";"2674";"-";"178";"-";"3708";"-";"-";"9406";"796";"-";"294";"-";"5";"-";"-";"-";"-";"-";"-";"-";"30860,33";"27827,18";"246,01";"59";"27522,17";"8047,46";"1188,04";"2147,06";"1166,07";"489,02";"-";"-";"3182,12";"613,02";"-";"10079,36";"-";"161,01";"435,02";"-";"14";"-";"-";"-";"-";"-";"-";"-";"31050,91";"27180,77";"175,23";"47,32";"26958,23";"6985,14";"2109,95";"2554,59";"1125,59";"257,55";"443,18";"-";"3262,91";"-";"49,64";"9553,36";"-";"-";"612";"-";"4,32";"-";"-";"-";"-";"-";"-";"-";"34436";"30174";"258";"44";"29872";"8400";"2100";"2087";"1852";"619";"569";"645";"2748";"-";"-";"8199";"-";"-";"1302";"630";"31";"4";"-";"493";"193";"-";"-";"-"
"727007";"727";"16279";"14494";"112";"25";"14357";"4297";"531";"411";"575";"-";"90";"936";"2505";"-";"-";"3237";"-";"-";"841";"920";"0";"11";"3";"-";"-";"-";"-";"-";"16050";"14458";"64";"22";"14372";"3936";"1328";"587";"1410";"-";"67";"559";"1398";"-";"-";"4310";"-";"-";"773";"-";"2";"2";"-";"-";"-";"-";"-";"-";"15692";"14083";"55";"16";"14012";"3953";"708";"1269";"1802";"-";"76";"-";"1476";"-";"-";"4128";"380";"-";"216";"-";"4";"-";"-";"-";"-";"-";"-";"-";"15100";"13419";"120";"34";"13265";"4083";"605";"1074";"854";"248";"-";"-";"1155";"294";"-";"4595";"-";"74";"278";"-";"5";"-";"-";"-";"-";"-";"-";"-";"15508";"13645";"76";"16";"13553";"3961";"1088";"1280";"771";"134";"202";"-";"1347";"-";"38";"4314";"-";"-";"415";"-";"3";"-";"-";"-";"-";"-";"-";"-";"16785";"14796";"113";"18";"14665";"3961";"1120";"1186";"1236";"267";"265";"240";"1111";"-";"-";"3604";"-";"-";"944";"423";"16";"1";"-";"194";"97";"-";"-";"-"
"730037";"730";"72749";"61241";"512";"175";"60554";"19028";"1533";"1482";"1861";"-";"610";"3855";"14226";"-";"-";"12035";"-";"-";"3981";"1834";"7";"92";"10";"-";"-";"-";"-";"-";"71837";"62037";"358";"183";"61496";"21047";"3779";"1811";"4513";"-";"421";"2277";"7365";"-";"-";"17623";"-";"-";"2650";"-";"5";"5";"-";"-";"-";"-";"-";"-";"70426";"59948";"256";"122";"59570";"19522";"1890";"4376";"5677";"-";"526";"-";"8702";"-";"-";"17194";"1115";"-";"558";"-";"10";"-";"-";"-";"-";"-";"-";"-";"69598,67";"60204,82";"424,99";"173";"59606,83";"21161,54";"2078,96";"4536,94";"2632,93";"748,98";"-";"-";"7734,88";"1507,98";"-";"17852,64";"-";"388,99";"927,98";"-";"35";"-";"-";"-";"-";"-";"-";"-";"69913,09";"58414,23";"302,77";"95,68";"58015,77";"19815,86";"3138,05";"4754,41";"2453,41";"426,45";"1053,82";"-";"7781,09";"-";"119,36";"17146,64";"-";"-";"1317";"-";"9,68";"-";"-";"-";"-";"-";"-";"-";"73385";"60239";"486";"132";"59621";"19417";"3137";"2632";"3882";"1261";"1314";"1222";"5798";"-";"-";"15374";"-";"-";"2956";"1073";"42";"4";"-";"1110";"399";"-";"-";"-"
"740017";"740";"65859";"57892";"458";"160";"57274";"14662";"2150";"2554";"2428";"-";"797";"4355";"11166";"-";"-";"13085";"-";"-";"3439";"2629";"9";"-";"-";"-";"-";"-";"-";"-";"64922";"58050";"353";"158";"57539";"14076";"5144";"2581";"5040";"-";"677";"3246";"6339";"-";"-";"17495";"-";"-";"2921";"-";"18";"2";"-";"-";"-";"-";"-";"-";"63739";"56303";"268";"122";"55913";"14413";"2356";"6171";"6109";"-";"870";"-";"6852";"-";"-";"16342";"1998";"-";"797";"-";"5";"-";"-";"-";"-";"-";"-";"-";"60512";"53676";"398";"104";"53174";"14767";"2240";"4376";"2784";"901";"-";"-";"5609";"1844";"-";"19254";"-";"357";"1028";"-";"14";"-";"-";"-";"-";"-";"-";"-";"61858";"53618";"313";"91";"53214";"12994";"4080";"5316";"2856";"496";"1423";"-";"6386";"-";"104";"18051";"-";"-";"1504";"-";"4";"-";"-";"-";"-";"-";"-";"-";"68419";"59386";"461";"140";"58785";"14665";"4108";"5309";"4428";"1052";"1841";"1439";"4507";"-";"-";"15334";"-";"-";"3108";"1645";"-";"-";"-";"900";"449";"-";"-";"-"
"741001";"741";"2928";"2491";"14";"7";"2470";"692";"57";"108";"115";"-";"7";"125";"446";"-";"-";"532";"-";"-";"203";"185";"0";"0";"0";"-";"-";"-";"-";"-";"3069";"2683";"20";"11";"2652";"611";"201";"140";"370";"-";"5";"80";"265";"-";"-";"740";"-";"-";"240";"-";"0";"0";"-";"-";"-";"-";"-";"-";"3182";"2718";"12";"3";"2703";"675";"130";"224";"391";"-";"14";"-";"327";"-";"-";"790";"72";"-";"79";"-";"1";"-";"-";"-";"-";"-";"-";"-";"3332";"2883";"41";"8";"2834";"871";"121";"262";"184";"42";"-";"-";"282";"33";"-";"940";"-";"16";"83";"-";"0";"-";"-";"-";"-";"-";"-";"-";"3231";"2680";"11";"10";"2659";"699";"217";"231";"135";"28";"21";"-";"312";"-";"10";"855";"-";"-";"151";"-";"0";"-";"-";"-";"-";"-";"-";"-";"2914";"2483";"34";"8";"2441";"638";"124";"170";"216";"34";"46";"52";"196";"-";"-";"586";"-";"-";"230";"98";"0";"1";"-";"30";"20";"-";"-";"-"
"746009";"746";"42072";"37898";"301";"68";"37529";"10262";"1849";"1144";"1517";"-";"231";"3188";"7126";"-";"-";"7889";"-";"-";"2089";"2179";"5";"38";"12";"-";"-";"-";"-";"-";"41123";"37290";"179";"73";"37038";"9428";"3772";"1473";"3116";"-";"137";"1880";"3758";"-";"-";"11653";"-";"-";"1812";"-";"2";"7";"-";"-";"-";"-";"-";"-";"39653";"35739";"144";"46";"35549";"9200";"1819";"3335";"4088";"-";"185";"-";"4145";"-";"-";"11046";"1194";"-";"531";"-";"6";"-";"-";"-";"-";"-";"-";"-";"37370,53";"33737,27";"228";"70,44";"33438,83";"9717,65";"1463,42";"2489,53";"1838,29";"581,88";"-";"-";"3458,27";"696,54";"-";"12303,48";"-";"167,55";"702,22";"-";"20";"-";"-";"-";"-";"-";"-";"-";"38736,98";"34056,23";"190,98";"68";"33797,25";"8842,69";"2809,84";"3325,87";"1749,88";"308,98";"493,95";"-";"3725,77";"-";"86,00";"11468,34";"-";"-";"977,93";"-";"8";"-";"-";"-";"-";"-";"-";"-";"44202";"39531";"282";"66";"39183";"10121";"3623";"2498";"3161";"783";"702";"1000";"3129";"-";"-";"10010";"-";"-";"2060";"1291";"40";"3";"-";"464";"298";"-";"-";"-"
"751044";"751";"241148";"209229";"1937";"606";"206686";"55622";"14829";"6266";"10778";"-";"2230";"19421";"26073";"-";"-";"32627";"-";"-";"19821";"18288";"29";"648";"54";"-";"-";"-";"-";"-";"231214";"205712";"1247";"563";"203902";"53536";"28770";"8292";"21393";"-";"1319";"10668";"15714";"-";"-";"46122";"-";"-";"17945";"-";"86";"57";"-";"-";"-";"-";"-";"-";"220942";"194212";"864";"375";"192973";"53603";"14427";"17763";"33454";"-";"1761";"-";"18139";"-";"-";"40433";"6532";"-";"6816";"-";"45";"-";"-";"-";"-";"-";"-";"-";"216340";"190293";"1047";"290";"188956";"61909";"13515";"14932";"14770";"4119";"-";"-";"17048";"4680";"-";"50366";"-";"798";"6758";"-";"61";"-";"-";"-";"-";"-";"-";"-";"219811";"188996";"1052";"298";"187646";"54938";"24359";"19155";"14099";"2097";"3379";"-";"17240";"-";"701";"42617";"-";"-";"9012";"-";"49";"-";"-";"-";"-";"-";"-";"-";"253808";"220899";"1676";"546";"218677";"49167";"31591";"12829";"22019";"3731";"4610";"7275";"10525";"-";"-";"40424";"-";"-";"21448";"10664";"248";"32";"-";"2566";"1548";"-";"-";"-"
"756002";"756";"29178";"25281";"209";"70";"25002";"5403";"515";"852";"600";"-";"518";"1359";"6871";"-";"-";"7438";"-";"-";"930";"505";"11";"-";"-";"-";"-";"-";"-";"-";"29073";"25560";"187";"76";"25297";"5463";"1525";"1199";"1510";"-";"437";"1175";"4072";"-";"-";"9213";"-";"-";"687";"-";"13";"3";"-";"-";"-";"-";"-";"-";"28748";"24982";"151";"55";"24776";"4943";"756";"2082";"1739";"-";"934";"-";"4292";"-";"-";"9459";"420";"-";"142";"-";"9";"-";"-";"-";"-";"-";"-";"-";"28363";"25021";"199";"65";"24757";"5872";"713";"1557";"682";"327";"-";"-";"3693";"1373";"-";"10186";"-";"169";"184";"-";"1";"-";"-";"-";"-";"-";"-";"-";"28469";"24098";"154";"49";"23895";"4787";"1237";"1913";"748";"210";"1238";"-";"3935";"-";"49";"9499";"-";"-";"272";"-";"7";"-";"-";"-";"-";"-";"-";"-";"29300";"24738";"215";"87";"24436";"5428";"945";"1683";"1099";"502";"1045";"543";"3015";"-";"-";"8560";"-";"-";"665";"336";"-";"-";"-";"450";"165";"-";"-";"-"
"760019";"760";"41433";"35919";"259";"92";"35568";"6830";"681";"1085";"1006";"-";"2309";"1628";"7985";"-";"-";"12330";"-";"-";"1118";"596";"0";"-";"-";"-";"-";"-";"-";"-";"41797";"37003";"231";"66";"36706";"6406";"2081";"1226";"2622";"-";"1883";"1592";"4900";"-";"-";"15143";"-";"-";"837";"-";"13";"3";"-";"-";"-";"-";"-";"-";"42002";"36633";"182";"56";"36395";"6254";"1222";"2789";"2858";"-";"2363";"-";"4939";"-";"-";"15089";"683";"-";"190";"-";"8";"-";"-";"-";"-";"-";"-";"-";"42080";"37335";"291";"79";"36965";"7619";"1015";"2254";"1189";"423";"-";"-";"3867";"3332";"-";"16767";"-";"272";"227";"-";"-";"-";"-";"-";"-";"-";"-";"-";"41795";"36066,00";"225";"64";"35777,00";"6278";"1783";"2621";"1264";"275";"3222";"-";"4443";"-";"42";"15406";"-";"-";"438";"-";"5";"-";"-";"-";"-";"-";"-";"-";"40918";"34644";"236";"66";"34342";"6668";"1207";"2063";"1586";"536";"5624";"619";"3383";"-";"-";"10858";"-";"-";"758";"396";"-";"-";"-";"477";"167";"-";"-";"-"
"766016";"766";"33766";"29829";"252";"94";"29483";"6399";"741";"655";"721";"-";"694";"2413";"8922";"-";"-";"7138";"-";"-";"1106";"664";"2";"26";"2";"-";"-";"-";"-";"-";"33357";"29879";"232";"85";"29562";"6250";"1833";"985";"1844";"-";"476";"1609";"4636";"-";"-";"11063";"-";"-";"863";"-";"1";"2";"-";"-";"-";"-";"-";"-";"32796";"28999";"171";"53";"28775";"5756";"868";"2311";"2360";"-";"531";"-";"4757";"-";"-";"11382";"621";"-";"186";"-";"3";"-";"-";"-";"-";"-";"-";"-";"31348";"28121";"255";"89";"27777";"6557";"956";"1983";"1076";"369";"-";"-";"3934";"1181";"-";"11285";"-";"159";"260";"-";"17";"-";"-";"-";"-";"-";"-";"-";"31689";"27529";"173";"47";"27309";"5342";"1496";"2083";"1205";"249";"988";"-";"4307";"-";"47";"11135";"-";"-";"448";"-";"9";"-";"-";"-";"-";"-";"-";"-";"34129";"29358";"282";"77";"28999";"6917";"1205";"1569";"1258";"695";"1390";"706";"4127";"-";"-";"9024";"-";"-";"905";"373";"18";"2";"-";"575";"235";"-";"-";"-"
